"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-03","5.1",",,S","10.5","H,,S","14.8",",,S","6.4",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-04","0.5",",,S","14.5","H,,S","18.8",",,S","11.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-05","7.1",",,S","16.1","H,,S","19.8",",,S","14.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-06","0.5",",,S","12.8","H,,S","19.8",",,S","10.5",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-07","0.0",",,S","12.9","H,,S","17.0",",,S","8.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-08","15.0",",,S","17.5","H,,S","21.2",",,S","14.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-09","4.1",",,S","16.8","H,,S","23.2",",,S","11.7",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-10","0.0",",,S","18.1","H,,S","23.2",",,S","16.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-11","11.9",",,S","19.5","H,,S","21.0",",,S","17.4",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-12","87.1",",,S","17.8","H,,S","20.6",",,S","17.1",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-13","59.9",",,S","17.3","H,,S","21.4",",,S","12.9",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-14","7.1",",,S","17.9","H,,S","21.8",",,S","14.1",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-15","7.1",",,S","14.2","H,,S","21.8",",,S","9.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-16","0.0",",,S","12.7","H,,S","17.3",",,S","8.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-17",,,"13.1","H,,S","17.3",",,S","8.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-18",,,"19.6","H,,S","25.3",",,S","12.4",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-19","3.0",",,S","18.1","H,,S","25.3",",,S","16.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-20","39.1",",,S","13.8","H,,S","20.1",",,S","9.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-21","1.0",",,S","11.9","H,,S","17.9",",,S","9.4",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-22","1.0",",,S","12.6","H,,S","15.5",",,S","10.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-23","0.0",",,S","13.3","H,,S","16.8",",,S","11.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-24",,,"13.6","H,,S","19.4",",,S","9.7",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-25","30.0",",,S","12.8","H,,S","19.4",",,S","11.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-26","0.0",",,S","13.5","H,,S","16.3",",,S","11.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-27","2.0",",,S","15.1","H,,S","17.5",",,S","12.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-28","0.0",",,S","13.7","H,,S","18.3",",,S","8.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-29",,,"19.2","H,,S","23.4",",,S","15.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-30","2.0",",,S","20.4","H,,S","23.6",",,S","18.5",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2022-12-31","0.0",",,S","18.0","H,,S","23.6",",,S","15.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-01","2.0",",,S","19.2","H,,S","24.3",",,S","13.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-02","4.1",",,S","13.7","H,,S","24.3",",,S","11.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-03","0.3",",,S","11.5","H,,S","17.2",",,S","8.7",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-04","0.0",",,S","13.6","H,,S","19.6",",,S","8.4",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-05",,,"17.7","H,,S","22.3",",,S","12.4",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-06",,,"20.5","H,,S","23.6",",,S","17.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-07",,,"15.3","H,,S","23.6",",,S","10.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-08",,,"12.5","H,,S","19.3",",,S","10.4",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-09",,,"14.1","H,,S","17.6",",,S","12.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-10",,,"11.5","H,,S","16.3",",,S","9.9",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-11",,,"12.9","H,,S","16.8",",,S","8.7",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-12","0.0",",,S","15.2","H,,S","18.1",",,S","12.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-13","1.0",",,S","13.4","H,,S","18.1",",,S","11.5",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-14","0.0",",,S","14.1","H,,S","17.0",",,S","10.4",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-15","64.0",",,S","18.6","H,,S","23.3",",,S","12.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-16","3.0",",,S","17.7","H,,S","23.3",",,S","13.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-17","14.0",",,S","13.0","H,,S","20.8",",,S","11.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-18","0.0",",,S","13.4","H,,S","18.2",",,S","10.9",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-19","4.1",",,S","13.8","H,,S","18.2",",,S","10.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-20","5.1",",,S","14.9","H,,S","17.9",",,S","10.7",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-21","4.1",",,S","14.7","H,,S","18.0",",,S","11.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-22","2.0",",,S","13.5","H,,S","18.0",",,S","9.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-23","2.0",",,S","11.1","H,,S","16.4",",,S","8.5",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-24","0.0",",,S","14.5","H,,S","20.0",",,S","9.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-25","16.0",",,S","20.2","H,,S","22.4",",,S","15.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-26","14.0",",,S","14.1","H,,S","22.4",",,S","11.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-27","2.0",",,S","12.6","H,,S","15.9",",,S","10.7",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-28","23.1",",,S","16.5","H,,S","22.8",",,S","11.9",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-29","8.9",",,S","16.4","H,,S","22.8",",,S","13.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-30","0.0",",,S","13.9","H,,S","19.8",",,S","9.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-01-31","2.0",",,S","15.2","H,,S","19.1",",,S","7.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-01","0.5",",,S","17.2","H,,S","19.4",",,S","14.5",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-02","0.0",",,S","18.9","H,,S","22.0",",,S","14.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-03","20.1",",,S","16.8","H,,S","22.0",",,S","11.5",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-04","7.1",",,S","13.4","H,,S","19.8",",,S","11.1",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-05","0.0",",,S","15.0","H,,S","19.0",",,S","11.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-06",,,"17.7","H,,S","20.2",",,S","14.7",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-07","7.1",",,S","20.1","H,,S","25.6",",,S","15.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-08","1.0",",,S","17.2","H,,S","25.6",",,S","13.1",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-10","1.0",",,S","14.3","H,,S","21.2",",,S","10.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-11","1.0",",,S","11.1","H,,S","16.3",",,S","8.7",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-12","0.3",",,S","14.3","H,,S","16.7",",,S","10.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-13","0.0",",,S","15.4","H,,S","18.5",",,S","12.7",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-14",,,"16.4","H,,S","20.2",",,S","13.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-15",,,"17.6","H,,S","21.7",",,S","13.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-16",,,"17.8","H,,S","21.7",",,S","14.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-17",,,"17.2","H,,S","21.4",",,S","13.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-18",,,"19.1","H,,S","23.7",",,S","12.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-19","1.0",",,S","16.9","H,,S","23.7",",,S","13.5",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-20","13.0",",,S","17.1","H,,S","19.8",",,S","13.5",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-21","2.0",",,S","15.4","H,,S","19.1",",,S","13.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-22","2.0",",,S","15.8","H,,S","18.9",",,S","12.7",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-23","1.0",",,S","15.2","H,,S","19.1",",,S","11.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-24","0.0",",,S","17.0","H,,S","20.8",",,S","13.1",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-25","11.9",",,S","18.2","H,,S","20.8",",,S","13.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-26","0.3",",,S","14.1","H,,S","20.8",",,S","9.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-27","0.0",",,S","16.6","H,,S","22.3",",,S","9.9",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-02-28",,,"19.3","H,,S","22.3",",,S","15.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-01",,,"18.2","H,,S","21.8",",,S","14.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-02","6.1",",,S","12.7","H,,S","21.8",",,S","11.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-03","0.0",",,S","13.7","H,,S","16.1",",,S","9.4",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-04",,,"18.4","H,,S","23.2",",,S","12.9",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-05",,,"18.8","H,,S","23.2",",,S","14.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-06","13.0",",,S","19.7","H,,S","22.7",",,S","18.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-07","74.9",",,S","13.3","H,,S","21.2",",,S","10.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-08","2.0",",,S","15.3","H,,S","18.1",",,S","10.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-09","3.0",",,S","14.0","H,,S","18.1",",,S","11.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-10","0.0",",,S","12.7","H,,S","15.9",",,S","9.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-11","14.0",",,S","17.4","H,,S","20.2",",,S","12.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-12","8.9",",,S","12.7","H,,S","20.2",",,S","11.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-13","0.0",",,S","12.0","H,,S","13.5",",,S","11.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-14",,,"12.4","H,,S","13.1",",,S","11.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-15",,,"13.1","H,,S","15.5",",,S","8.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-16","5.1",",,S","13.8","H,,S","15.5",",,S","13.1",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-17","2.0",",,S","13.8","H,,S","16.1",",,S","11.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-18","0.8",",,S","10.7","H,,S","16.1",",,S","7.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-19","0.0",",,S","13.4","H,,S","18.4",",,S","7.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-20","30.0",",,S","13.4","H,,S","18.4",",,S","11.4",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-21","0.0",",,S","12.8","H,,S","14.4",",,S","10.5",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-22","5.1",",,S","16.7","H,,S","18.1",",,S","13.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-23","4.1",",,S","17.8","H,,S","20.6",",,S","13.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-24","11.9",",,S","12.5","H,,S","20.6",",,S","11.4",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-25","0.0",",,S","13.3","H,,S","19.2",",,S","11.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-26","45.0",",,S","13.6","H,,S","19.2",",,S","11.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-27","0.0",",,S","13.9","H,,S","17.5",",,S","10.9",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-28",,,"16.6","H,,S","19.0",",,S","13.3",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-29",,,"19.7","H,,S","23.0",",,S","17.1",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-30",,,"17.8","H,,S","23.0",",,S","15.2",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-03-31","10.9",",,S","16.4","H,,S","19.9",",,S","14.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-04-01","1.0",",,S","15.9","H,,S","20.3",",,S","11.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-04-02","4.1",",,S","15.2","H,,S","20.3",",,S","13.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-04-03","7.9",",,S","19.9","H,,S","21.1",",,S","15.8",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-04-04","13.0",",,S","18.8","H,,S","21.1",",,S","17.4",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-04-05","2.0",",,S","13.0","H,,S","20.9",",,S","10.1",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-04-06","6.1",",,S","10.9","H,,S","16.3",",,S","9.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-04-07","0.0",",,S","10.3","H,,S","13.1",",,S","8.9",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-04-08",,,"12.9","H,,S","16.7",",,S","8.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-04-09","2.0",",,S","15.7","H,,S","17.6",",,S","13.0",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-04-10","66.0",",,S","17.8","H,,S","19.7",",,S","15.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-04-11","2.0",",,S","15.7","H,,S","19.7",",,S","12.6",",,S"
"SF000068858","EAST LONDON, SF","-33.033","27.833","125.0","2023-04-12","3.0",",,S","13.8","H,,S","18.3",",,S","11.8",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-01",,,"22.5","H,,S","28.9",",,S","18.3",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-02",,,"19.6","H,,S","28.9",",,S","13.6",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-03",,,"16.4","H,,S","28.4",",,S","10.8",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-04",,,"16.9","H,,S","25.4",",,S","8.6",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-05",,,"15.2","H,,S","25.4",",,S","11.3",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-06",,,"15.4","H,,S","24.3",",,S","7.4",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-07",,,"16.9","H,,S","25.8",",,S","7.3",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-08",,,"17.6","H,,S","28.6",",,S","8.9",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-09",,,"17.8","H,,S","28.6",",,S","9.9",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-10",,,"15.6","H,,S","25.0",",,S","13.3",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-11",,,"14.8","H,,S","22.0",",,S","8.9",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-12",,,"16.2","H,,S","25.1",",,S","7.9",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-13",,,"16.0","H,,S","25.9",",,S","8.4",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-14",,,"15.3","H,,S","25.9",",,S","7.1",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-15",,,"18.1","H,,S","28.4",",,S","8.8",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-16",,,"19.7","H,,S","30.9",",,S","10.0",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-17",,,"22.9","H,,S","31.9",",,S","15.1",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-18",,,"21.0","H,,S","31.9",",,S","11.5",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-19",,,"16.8","H,,S","30.4",",,S","12.7",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-20",,,"15.6","H,,S","23.2",",,S","9.1",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-21",,,"17.8","H,,S","25.6",",,S","12.1",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-22",,,"19.3","H,,S","29.9",",,S","10.1",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-23",,,"16.9","H,,S","29.9",",,S","10.6",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-24",,,"16.5","H,,S","23.5",",,S","10.4",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-25",,,"19.7","H,,S","26.4",",,S","12.5",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-26",,,"17.7","H,,S","26.4",",,S","11.9",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-27",,,"15.3","H,,S","26.2",",,S","8.9",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-28",,,"15.2","H,,S","25.8",",,S","9.0",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-29",,,"14.6","H,,S","25.8",",,S","10.1",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-30",,,"14.1","H,,S","20.1",",,S","10.7",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-07-31",,,"14.6","H,,S","20.1",",,S","9.6",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-01",,,"15.2","H,,S","21.4",",,S","7.6",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-02","1.0",",,S","18.3","H,,S","24.4",",,S","14.3",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-03","0.0",",,S","17.6","H,,S","24.8",",,S","11.7",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-04",,,"17.6","H,,S","24.8",",,S","10.5",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-05",,,"19.6","H,,S","28.8",",,S","12.3",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-06",,,"20.2","H,,S","29.5",",,S","12.7",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-07",,,"15.7","H,,S","29.5",",,S","11.6",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-08",,,"17.0","H,,S","25.9",",,S","7.9",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-09",,,"20.3","H,,S","29.3",",,S","12.1",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-10",,,"15.9","H,,S","29.3",",,S","9.8",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-11",,,"18.4","H,,S","27.9",",,S","9.3",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-12",,,"17.3","H,,S","27.9",",,S","13.6",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-13",,,"14.7","H,,S","23.0",",,S","12.3",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-14","0.5",",,S","15.1","H,,S","20.7",",,S","10.5",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-15","0.0",",,S","18.3","H,,S","26.5",",,S","11.1",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-16",,,"19.4","H,,S","29.3",",,S","10.1",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-17",,,"16.4","H,,S","29.3",",,S","11.0",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-18","0.8",",,S","15.8","H,,S","22.8",",,S","11.9",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-19","0.0",",,S","15.2","H,,S","22.5",",,S","8.8",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-20",,,"15.2","H,,S","22.5",",,S","8.2",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-21",,,"18.7","H,,S","26.6",",,S","11.3",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-22",,,"21.8","H,,S","31.3",",,S","12.3",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-23",,,"22.3","H,,S","33.4",",,S","11.6",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-24",,,"22.4","H,,S","33.4",",,S","13.1",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-25",,,"17.5","H,,S","33.0",",,S","13.9",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-26",,,"16.4","H,,S","24.6",",,S","9.2",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-27",,,"17.3","H,,S","25.4",",,S","9.6",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-28",,,"16.8","H,,S","25.4",",,S","11.4",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-29",,,"17.2","H,,S","24.0",",,S","9.4",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-30",,,"20.9","H,,S","26.9",",,S","14.4",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-08-31",,,"22.4","H,,S","26.9",",,S","16.8",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-09-01",,,"24.0","H,,S","34.6",",,S","16.0",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-09-02",,,"17.7","H,,S",,,"13.5",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-09-03",,,"18.8","H,,S","26.8",",,S","11.4",",,S"
"SF002760720","VIOOLSDRIF, SF","-28.7","17.6","168.0","2022-09-04",,,"17.6","H,,S","26.8",",,S","10.5",",,S"
